Author,Institution,Venue,Year,AdjustedCount
Philip A. Leonard,Arizona State University,"Journal of Combinatorial Theory, Series A",1999,0.3333333333333333
Christ D. Richmond,Arizona State University,IEEE Transactions on Information Theory,2006,1.0
Yulia Peet,Arizona State University,Journal of Computational Physics,2019,0.5
Yulia Peet,Arizona State University,Journal of Computational Physics,2016,0.25
Theresa Scarnati,Arizona State University,Journal of Computational Physics,2018,0.5
Keith D. Hjelmstad,Arizona State University,Journal of Computational Physics,2009,0.3333333333333333
Mohamed Moustaoui,Arizona State University,Journal of Computational Physics,2009,0.5
Mohamed Moustaoui,Arizona State University,Journal of Computational Physics,2016,0.5
Paulo Shakarian,Arizona State University,Annals of Mathematics,2016,0.47619047619047616
Michael F. Driscoll,Arizona State University,Journal of the American Statistical Association,1978,1.0
Ahmad ElMoslimany,Arizona State University,IEEE Transactions on Information Theory,2018,0.5
Carl L. Gardner,Arizona State University,Journal of Computational Physics,1995,0.25
Jessica Fridrich,Binghamton University,IEEE Transactions on Information Theory,2007,0.5
George J. Klir,Binghamton University,Annals of Mathematics,2001,0.5
Mark Reeder,Boston College,Compositio Mathematica,2010,0.5
Mark Reeder,Boston College,Compositio Mathematica,1993,1.0
Mark Reeder,Boston College,Journal of the American Mathematical Society,2006,1.0
Mark Reeder,Boston College,Annals of Mathematics,2009,0.5
Mark Reeder,Boston College,Journal of the American Mathematical Society,2013,0.5
Mark Reeder,Boston College,Compositio Mathematica,2001,1.0
Solomon Friedberg,Boston College,Compositio Mathematica,2004,0.5
Solomon Friedberg,Boston College,Compositio Mathematica,1999,1.0
Solomon Friedberg,Boston College,Geometric and Functional Analysis,2015,0.5
Solomon Friedberg,Boston College,Annals of Mathematics,1995,0.5
Solomon Friedberg,Boston College,Annals of Mathematics,2011,0.3333333333333333
Solomon Friedberg,Boston College,Annals of Mathematics,1990,0.3333333333333333
Solomon Friedberg,Boston College,Annals of Mathematics,2007,0.25
Martin Bridgeman,Boston College,Geometry & Topology,2014,0.5
Martin Bridgeman,Boston College,Geometric and Functional Analysis,2015,0.5
Martin Bridgeman,Boston College,Geometry & Topology,2011,1.0
Martin Bridgeman,Boston College,Geometric and Functional Analysis,2010,1.5
Martin Bridgeman,Boston College,Geometry & Topology,2010,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1987,2.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series A",1976,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series A",2007,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series A",2002,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1995,2.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1997,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",2016,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1989,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1991,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",1996,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",2007,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",2006,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series B",2003,1.0
Thomas Zaslavsky,Binghamton University,"Journal of Combinatorial Theory, Series A",2003,1.0
David Geraghty,Boston College,Compositio Mathematica,2018,0.16666666666666666
David Geraghty,Boston College,Annals of Mathematics,2014,0.5
John A. Baldwin,Boston College,Journal of Differential Geometry,2015,0.5
John A. Baldwin,Boston College,Journal of Topology,2008,1.0
John A. Baldwin,Boston College,Geometry & Topology,2013,0.3333333333333333
Lijun Yin,Binghamton University,IEEE Transactions on Pattern Analysis and Machine Intelligence,2018,0.25
Lijun Yin,Binghamton University,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,0.3333333333333333
Dawei Chen,Boston College,Geometry & Topology,2013,0.5
Dawei Chen,Boston College,Journal of the American Mathematical Society,2018,0.3333333333333333
Dawei Chen,Boston College,Journal of Differential Geometry,2017,2.0
Benjamin Howard,Boston College,Compositio Mathematica,2017,0.75
Benjamin Howard,Boston College,Annals of Mathematics,2012,1.0
Benjamin Howard,Boston College,Annals of Mathematics,2018,0.5
Benjamin Howard,Boston College,Compositio Mathematica,2005,2.0
Benjamin Howard,Boston College,Compositio Mathematica,2009,1.0
Brian Lehmann,Boston College,Compositio Mathematica,2013,0.5
Brian Lehmann,Boston College,Compositio Mathematica,2019,0.5
Brian Lehmann,Boston College,Geometric and Functional Analysis,2016,1.0
Subal C. Kumbhakar,Binghamton University,Journal of the American Statistical Association,2005,0.5
Avner Ash,Boston College,Compositio Mathematica,2018,0.3333333333333333
Anton Schick,Binghamton University,Annals of Statistics,2006,0.3333333333333333
Anton Schick,Binghamton University,Annals of Statistics,2004,0.5
Anton Schick,Binghamton University,Annals of Statistics,1995,1.0
Anton Schick,Binghamton University,Annals of Mathematics,2019,0.3333333333333333
Anton Schick,Binghamton University,Annals of Statistics,1986,1.0
Anton Schick,Binghamton University,Annals of Statistics,1993,1.0
Anton Schick,Binghamton University,Annals of Statistics,1996,0.8333333333333333
Anton Schick,Binghamton University,Annals of Statistics,2007,0.5
Anton Schick,Binghamton University,Annals of Statistics,2012,0.3333333333333333
Anton Schick,Binghamton University,Annals of Mathematics,2002,0.5
Peter Clote,Boston College,Journal of Computational Chemistry,2015,2.0
J. Elisenda Grigsby,Boston College,Journal of Topology,2016,0.5
J. Elisenda Grigsby,Boston College,Geometry & Topology,2008,0.3333333333333333
J. Elisenda Grigsby,Boston College,Compositio Mathematica,2018,0.3333333333333333
David Treumann,Boston College,Compositio Mathematica,2009,1.0
David Treumann,Boston College,Geometry & Topology,2014,0.25
David Treumann,Boston College,Annals of Mathematics,2016,0.5
Dubi Kelmer,Boston College,Geometric and Functional Analysis,2012,1.0
Dubi Kelmer,Boston College,Geometric and Functional Analysis,2017,2.0
Dubi Kelmer,Boston College,Compositio Mathematica,2011,1.0
Joshua Evan Greene,Boston College,Compositio Mathematica,2018,0.6666666666666666
Joshua Evan Greene,Boston College,Geometric and Functional Analysis,2019,1.0
Joshua Evan Greene,Boston College,Annals of Mathematics,2013,2.0
Joshua Evan Greene,Boston College,Journal of Topology,2013,1.0
Joshua Evan Greene,Boston College,Journal of Differential Geometry,2015,1.0
Maksym Fedorchuk,Boston College,Compositio Mathematica,2017,0.5833333333333333
Robert Meyerhoff,Boston College,Journal of the American Mathematical Society,2009,0.6666666666666666
Robert Meyerhoff,Boston College,Journal of Differential Geometry,1990,0.5
Baris Coskunuzer,Boston College,Journal of Topology,2010,1.0
Baris Coskunuzer,Boston College,Journal of Differential Geometry,2017,0.3333333333333333
Baris Coskunuzer,Boston College,Geometry & Topology,2016,1.0
Baris Coskunuzer,Boston College,Geometry & Topology,2006,1.0
David A. Belsley,Boston College,Journal of the American Statistical Association,1968,1.0
Andrey Gogolev,Binghamton University,Journal of Topology,2014,0.5
Andrey Gogolev,Binghamton University,Journal of Topology,2012,0.5
Andrey Gogolev,Binghamton University,Geometry & Topology,2018,1.0
Amitabha Roy,Boston College,Annals of Mathematics,2004,0.5
Ross Geoghegan,Binghamton University,Journal of Topology,2012,0.5
Ross Geoghegan,Binghamton University,Journal of Topology,2014,0.5
Emrah Akyol,Binghamton University,IEEE Transactions on Information Theory,2014,1.2499999999999998
Emrah Akyol,Binghamton University,IEEE Transactions on Information Theory,2012,1.0
Emrah Akyol,Binghamton University,IEEE Transactions on Information Theory,2015,0.3333333333333333
Emrah Akyol,Binghamton University,IEEE Transactions on Information Theory,2016,0.6666666666666666
Pedro Ontaneda,Binghamton University,Annals of Mathematics,2009,0.5
Pedro Ontaneda,Binghamton University,Journal of Differential Geometry,2010,0.5
Pedro Ontaneda,Binghamton University,Journal of Differential Geometry,1994,1.0
Pedro Ontaneda,Binghamton University,Journal of Topology,2010,0.5
Pedro Ontaneda,Binghamton University,Journal of Differential Geometry,2000,0.3333333333333333
Pedro Ontaneda,Binghamton University,Journal of Differential Geometry,1998,0.3333333333333333
Pedro Ontaneda,Binghamton University,Journal of Topology,2017,2.0
Pedro Ontaneda,Binghamton University,Journal of Differential Geometry,2015,1.0
Pedro Ontaneda,Binghamton University,Geometric and Functional Analysis,2010,0.5
Magdalena Czubak,Binghamton University,Analysis & PDE,2010,2.0
Phillip Wesolek,Binghamton University,Geometry & Topology,2018,0.5
Laura Anderson,Binghamton University,"Journal of Combinatorial Theory, Series A",2019,1.0
Qile Chen,Boston College,Annals of Mathematics,2014,1.0
Vaidy Sivaraman,Binghamton University,"Journal of Combinatorial Theory, Series B",2017,0.25
Jenny A. Baglivo,Boston College,Journal of the American Statistical Association,1992,0.3333333333333333
Jenny A. Baglivo,Boston College,Journal of the American Statistical Association,1988,0.3333333333333333
Jenny A. Baglivo,Boston College,Journal of the American Statistical Association,1996,0.3333333333333333
Benji Fisher,Boston College,Compositio Mathematica,2004,0.5
Peter Hilton,Binghamton University,Communications on Pure and Applied Mathematics,1973,1.0
Peter Hilton,Binghamton University,Communications on Pure and Applied Mathematics,1968,1.0
Adrian Vasiu,Binghamton University,Annals of Mathematics,2013,0.6666666666666666
Zhushan Li,Boston College,Journal of Statistical Software,2007,0.3333333333333333
Aleksey S. Polunchenko,Binghamton University,Annals of Statistics,2010,0.5
Tom Farrell,Binghamton University,Geometric and Functional Analysis,2010,0.5
Bruce T. Murray,Binghamton University,Journal of Computational Physics,1990,0.6666666666666666
Miguel A. Arcones,Binghamton University,Annals of Mathematics,2003,1.0
Miguel A. Arcones,Binghamton University,Annals of Mathematics,1998,2.0
Miguel A. Arcones,Binghamton University,Annals of Statistics,1995,1.0
Miguel A. Arcones,Binghamton University,Annals of Probability,1993,0.5
Miguel A. Arcones,Binghamton University,Annals of Probability,1994,1.0
Miguel A. Arcones,Binghamton University,Annals of Statistics,1992,0.5
Miguel A. Arcones,Binghamton University,Annals of Statistics,1994,0.3333333333333333
Miguel A. Arcones,Binghamton University,Journal of the American Statistical Association,2002,0.3333333333333333
Miguel A. Arcones,Binghamton University,Annals of Mathematics,2006,1.0
Miguel A. Arcones,Binghamton University,Annals of Statistics,2000,0.5
Miguel A. Arcones,Binghamton University,Annals of Statistics,1996,1.0
Miguel A. Arcones,Binghamton University,Annals of Statistics,1991,0.5
Paul Loya,Binghamton University,Compositio Mathematica,2008,0.3333333333333333
F. Thomas Farrell,Binghamton University,Annals of Mathematics,2009,0.5
F. Thomas Farrell,Binghamton University,Journal of Differential Geometry,2010,0.5
F. Thomas Farrell,Binghamton University,Journal of Topology,2014,0.5
F. Thomas Farrell,Binghamton University,Journal of Differential Geometry,2017,0.3333333333333333
F. Thomas Farrell,Binghamton University,Journal of Topology,2012,0.5
Peter Gottschalk,Boston College,Annals of Statistics,1999,0.3333333333333333
John H. Smith,Boston College,"Journal of Combinatorial Theory, Series A",1999,1.0
John H. Smith,Boston College,"Journal of Combinatorial Theory, Series A",2011,1.0
Sergio A. Alvarez,Boston College,Annals of Mathematics,2004,1.0
Florenz Plassmann,Binghamton University,Annals of Mathematics,2013,0.5
Cary Malkiewich,Binghamton University,Journal of Topology,2019,0.2
Cary Malkiewich,Binghamton University,Journal of Topology,2015,1.0
Lei Yu,Binghamton University,Journal of Machine Learning Research,2004,0.5
Henry Braun,Boston College,Annals of Statistics,1976,1.0
Henry Braun,Boston College,Annals of Statistics,2002,0.5
Solomon W. Polachek,Binghamton University,Journal of the American Statistical Association,1974,0.5
Grigory Sokolov,Binghamton University,IEEE Transactions on Information Theory,2016,1.0
Mauricio Bustamante,Binghamton University,Journal of Topology,2016,0.3333333333333333
Steven C. Ferry,Binghamton University,Annals of Mathematics,1996,0.75
Steven C. Ferry,Binghamton University,Annals of Mathematics,2003,0.3333333333333333
Steven C. Ferry,Binghamton University,Communications on Pure and Applied Mathematics,2008,0.6666666666666666
Steven C. Ferry,Binghamton University,Geometry & Topology,2007,0.25
Peter Huang,Binghamton University,Journal of Computational Physics,2007,0.4
Wenbo Wang,Binghamton University,Journal of the American Statistical Association,2018,0.3333333333333333
